column separator = ,
8.74,1.247398496,90.78330084
8.75,1.248655353,90.83569059
8.76,1.249911869,90.8877999
8.77,1.251168044,90.93963007
8.78,1.252423879,90.99118239
8.79,1.253679373,91.04245815
8.8,1.254934528,91.09345864
8.81,1.256189343,91.14418514
8.82,1.257443819,91.19463893
8.83,1.258697955,91.24482129
8.84,1.259951753,91.29473348
8.85,1.261205213,91.34437677
8.86,1.262458334,91.39375242
8.87,1.263711117,91.4428617
8.88,1.264963563,91.49170586
8.89,1.266215672,91.54028616
8.9,1.267467443,91.58860383
8.91,1.268718878,91.63666012
8.92,1.269969976,91.68445629
8.93,1.271220738,91.73199355
8.94,1.272471165,91.77927314
8.95,1.273721255,91.82629629
8.96,1.274971011,91.87306423
8.97,1.276220431,91.91957818
8.98,1.277469517,91.96583934
8.99,1.278718268,92.01184894
9,1.279966685,92.05760819
9.01,1.281214768,92.10311828
9.02,1.282462518,92.14838042
9.03,1.283709934,92.1933958
9.04,1.284957017,92.23816562
9.05,1.286203768,92.28269106
9.06,1.287450186,92.32697331
9.07,1.288696271,92.37101355
9.08,1.289942025,92.41481296
9.09,1.291187447,92.45837271
9.1,1.292432538,92.50169396
9.11,1.293677298,92.54477788
9.12,1.294921727,92.58762563
9.13,1.296165825,92.63023836
9.14,1.297409593,92.67261724
9.15,1.298653031,92.7147634
9.16,1.29989614,92.75667799
9.17,1.301138919,92.79836214
9.18,1.302381369,92.839817
9.19,1.303623489,92.8810437
9.2,1.304865282,92.92204336
9.21,1.306106746,92.9628171
9.22,1.307347882,93.00336605
9.23,1.30858869,93.04369132
9.24,1.309829171,93.08379402
9.25,1.311069324,93.12367525
9.26,1.312309151,93.16333613
9.27,1.313548651,93.20277774
9.28,1.314787824,93.24200119
9.29,1.316026671,93.28100756
9.3,1.317265193,93.31979793
9.31,1.318503388,93.3583734
9.32,1.319741259,93.39673504
9.33,1.320978804,93.43488392
9.34,1.322216025,93.47282111
9.35,1.323452921,93.51054768
9.36,1.324689492,93.54806469
9.37,1.32592574,93.5853732
9.38,1.327161664,93.62247425
9.39,1.328397265,93.65936891
9.4,1.329632542,93.69605821
9.41,1.330867497,93.73254319
9.42,1.332102128,93.76882489
9.43,1.333336438,93.80490435
9.44,1.334570425,93.84078259
9.45,1.335804091,93.87646064
9.46,1.337037434,93.91193952
9.47,1.338270457,93.94722024
9.48,1.339503158,93.98230381
9.49,1.340735539,94.01719125
9.5,1.341967599,94.05188356
9.51,1.343199339,94.08638174
9.52,1.344430758,94.12068678
9.53,1.345661858,94.15479968
9.54,1.346892639,94.18872142
9.55,1.3481231,94.22245298
9.56,1.349353242,94.25599536
9.57,1.350583066,94.28934952
9.58,1.351812571,94.32251643
9.59,1.353041758,94.35549707
9.6,1.354270627,94.38829239
9.61,1.355499178,94.42090335
9.62,1.356727412,94.45333092
9.63,1.357955329,94.48557604
9.64,1.359182929,94.51763965
9.65,1.360410212,94.54952271
9.66,1.361637179,94.58122616
9.67,1.362863829,94.61275092
9.68,1.364090164,94.64409793
9.69,1.365316183,94.67526811
9.7,1.366541887,94.7062624
9.71,1.367767276,94.73708171
9.72,1.36899235,94.76772695
9.73,1.370217109,94.79819904
9.74,1.371441554,94.82849888
9.75,1.372665685,94.85862739
9.76,1.373889502,94.88858545
9.77,1.375113005,94.91837396
9.78,1.376336195,94.94799383
9.79,1.377559072,94.97744592
9.8,1.378781637,95.00673114
9.81,1.380003888,95.03585036
9.82,1.381225828,95.06480445
9.83,1.382447455,95.09359429
9.84,1.38366877,95.12222074
9.85,1.384889774,95.15068468
9.86,1.386110467,95.17898696
9.87,1.387330848,95.20712845
9.88,1.388550919,95.23510998
9.89,1.389770679,95.26293242
9.9,1.390990128,95.29059661
9.91,1.392209268,95.31810338
9.92,1.393428098,95.34545359
9.93,1.394646618,95.37264806
9.94,1.395864829,95.39968763
9.95,1.397082731,95.42657311
9.96,1.398300324,95.45330534
9.97,1.399517608,95.47988513
9.98,1.400734585,95.5063133
9.99,1.401951253,95.53259067
10,1.403167613,95.55871803
